Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,NARA Risk Level,NARA Preservation Action,NARA Proposed Preservation Plan,Description and Justification,NARA Preferred Processing and Transformation Tool(s)
Portable Document Format/Exchange (PDF/X) unspecified version,pdf,Presentation and Publishing,NF00851,application/pdf,,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,A number of PDF/X files in NARA's holdings have only been identified by their extensions. NF00851 is currently a catch-all for these.,Moderate Risk,Identify Version,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat Pro
Portable Document Format/Exchange (PDF/X) version 1:1999,pdf,Presentation and Publishing,NF00374,application/pdf,https://webstore.ansi.org/standards/npes/ansicgats121999,https://www.nationalarchives.gov.uk/PRONOM/fmt/144,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946692,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Moderate Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat Pro
Portable Document Format/Exchange (PDF/X) version 1:2001,pdf,Presentation and Publishing,NF00375,application/pdf,https://www.iso.org/standard/29061.html,https://www.nationalarchives.gov.uk/PRONOM/fmt/145,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946713,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Moderate Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat Pro
Portable Document Format/Exchange (PDF/X) version 1a:2001,pdf,Presentation and Publishing,NF00376,application/pdf,https://www.iso.org/standard/29061.html,https://www.nationalarchives.gov.uk/PRONOM/fmt/157,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946726,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Moderate Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat Pro
Portable Document Format/Exchange (PDF/X) version 1a:2003,pdf,Presentation and Publishing,NF00377,application/pdf,https://www.iso.org/standard/39938.html,https://www.nationalarchives.gov.uk/PRONOM/fmt/146,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946771,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Moderate Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat Pro
Portable Document Format/Exchange (PDF/X) version 2:2003,pdf,Presentation and Publishing,NF00459,application/pdf,https://www.iso.org/standard/39939.html,https://www.nationalarchives.gov.uk/PRONOM/fmt/147,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946810,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Moderate Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat Pro
Portable Document Format/Exchange (PDF/X) version 3:2002,pdf,Presentation and Publishing,NF00378,application/pdf,https://www.iso.org/standard/34941.html,https://www.nationalarchives.gov.uk/PRONOM/fmt/158,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946829,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Moderate Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat Pro
Portable Document Format/Exchange (PDF/X) version 3:2003,pdf,Presentation and Publishing,NF00379,application/pdf,https://www.iso.org/standard/39940.html,https://www.nationalarchives.gov.uk/PRONOM/fmt/148,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946845,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Moderate Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat Pro
Portable Executable unspecified version,pe|efi|ocx|sys|apl,Software and Code,NF00847,application/octet-stream,https://learn.microsoft.com/en-us/windows/win32/debug/pe-format,,,,,http://fileformats.archiveteam.org/wiki/PE,https://forensics.wiki/portable_executable_format/,https://en.wikipedia.org/wiki/Portable_Executable,,,A number of PE files in NARA's holdings have only been identified by their extensions. NF00847 is currently a catch-all for these.,Moderate Risk,Identify Version,Retain,"The Portable Executable (PE) format is a compiled file format for executables, object code, DLLs and others used in Windows operating systems. The PE format is a data structure that encapsulates the information necessary for the Windows OS loader to manage the wrapped executable code. This includes dynamic library references for linking, API export and import tables, resource management data and thread-local storage data. Software should be transferred in its native/original format, but should be provided as both raw source code and a compiled runtime version, if it exists. It should also be accompanied by release notes, readme files, and user/administrative documentation, if they exist. Any format migration for compiled or binary code creates a guaranteed outcome that the code will no longer function, as will extracting files from binary container archives files.",
Portable Network Graphics 1.0,png,Digital Still Image,NF00381,image/png,http://www.libpng.org/pub/png/spec/1.0/,https://www.nationalarchives.gov.uk/PRONOM/fmt/11,https://www.loc.gov/preservation/digital/formats/fdd/fdd000153.shtml,,https://www.wikidata.org/wiki/Q27229565,http://fileformats.archiveteam.org/wiki/PNG,,https://en.wikipedia.org/wiki/Portable_Network_Graphics,https://docs.fileformat.com/image/png/,http://tools.ietf.org/pdf/rfc2083.pdf,,Low Risk,Retain,Retain,"Portable Network Graphics (PNG) was designed for the lossless, portable, compressed storage of raster images. The main reason for the creation of the PNG format was due to a patent issue with the Graphics Interchange Format (GIF) file format. PNG 1.0 was released in 1996 through the World Wide Web Consortium (W3C) and is openly documented. Since PNG is non-proprietary, widely adopted, and has software available for rendering, NARA recommends retaining PNG as-is.",Adobe Photoshop; GNU Image Manipulation Program; IrfanView
Portable Network Graphics 1.1,png,Digital Still Image,NF00382,image/png,http://www.libpng.org/pub/png/spec/1.1/,https://www.nationalarchives.gov.uk/PRONOM/fmt/12,https://www.loc.gov/preservation/digital/formats/fdd/fdd000153.shtml,,https://www.wikidata.org/wiki/Q27229608,http://fileformats.archiveteam.org/wiki/PNG,,https://en.wikipedia.org/wiki/Portable_Network_Graphics,https://docs.fileformat.com/image/png/,,,Low Risk,Retain,Retain,"Portable Network Graphics (PNG) was designed for the lossless, portable, compressed storage of raster images. The main reason for the creation of the PNG format was due to a patent issue with the Graphics Interchange Format (GIF) file format. PNG was first released in 1996 through the World Wide Web Consortium (W3C) and version 1.1 was released in 1998 due to technical problems with gamma and color correction in the previous version. Since PNG is non-proprietary, widely adopted, and has software available for rendering, NARA recommends retaining PNG as-is.",Adobe Photoshop; GNU Image Manipulation Program; IrfanView
Portable Network Graphics 1.2,png,Digital Still Image,NF00383,image/png,http://www.libpng.org/pub/png/spec/1.2/,https://www.nationalarchives.gov.uk/PRONOM/fmt/13,https://www.loc.gov/preservation/digital/formats/fdd/fdd000153.shtml,,https://www.wikidata.org/wiki/Q27229642,http://fileformats.archiveteam.org/wiki/PNG,,https://en.wikipedia.org/wiki/Portable_Network_Graphics,https://docs.fileformat.com/image/png/,,,Low Risk,Retain,Retain,"Portable Network Graphics (PNG) was designed for the lossless, portable, compressed storage of raster images. The main reason for the creation of the PNG format was due to a patent issue with the Graphics Interchange Format (GIF) file format. PNG was first released in 1996 through the World Wide Web Consortium (W3C) and version 1.2 was released in 1999 to add the iTXt chunk to the specification. The specification for PNG 1.2 was later standardized by ISO in 2004. PNG 1.2 is considered a preferred or acceptable format, depending on the record category, as per NARA Transfer Guidance. Since PNG is non-proprietary, widely adopted, and has software available for rendering, NARA recommends retaining PNG as-is.",Adobe Photoshop; GNU Image Manipulation Program; IrfanView
Portable Network Graphics unspecified version,png,Digital Still Image,NF00647,image/png,,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000153.shtml,,https://www.wikidata.org/wiki/Q178051,http://fileformats.archiveteam.org/wiki/PNG,,https://en.wikipedia.org/wiki/Portable_Network_Graphics,https://docs.fileformat.com/image/png/,,A number of PNGs in NARA's holdings have only been identified by their extensions. NF00647 is currently a catch-all for these.,Low Risk,Identify Version,Retain,"Portable Network Graphics (PNG) was designed for the lossless, portable, compressed storage of raster images. The main reason for the creation of the PNG format was due to a patent issue with the Graphics Interchange Format (GIF) file format. PNG was first released in 1996 through the World Wide Web Consortium (W3C) and the specification is actively maintained by the W3C's PNG Working Group. Since PNG is non-proprietary, widely adopted, and has software available for rendering, NARA recommends retaining PNG as-is. ""Unspecified"" means that we have not yet identified which version of format has been found; these files should be treated as if they possess the risks and limitations inherent in any file in the format family. Since PNG is non-proprietary, widely adopted, and has software available for rendering, NARA recommends retaining PNG as-is.",Adobe Photoshop; GNU Image Manipulation Program; IrfanView
PostScript 2.0,ps,Presentation and Publishing,NF00384,application/postscript,https://web.archive.org/web/20200723044018/https://www.adobe.com/content/dam/acom/en/devnet/actionscript/articles/psrefman.pdf,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/406,https://www.loc.gov/preservation/digital/formats/fdd/fdd000029.shtml,,https://www.wikidata.org/wiki/Q123014246,http://fileformats.archiveteam.org/wiki/Postscript,,https://en.wikipedia.org/wiki/PostScript,,,,Moderate Risk,Transform,Transform to PDF,"PostScript (PS) 2.0 is a type of vector graphic file that was created in Adobe's PostScript, a programming and page description language, to convey instructions to printers in order to support the printing of text and images. The specification for the PostScript Level 2 language was developed around 1990, when PostScript was widely used in publishing and printing. Level 2 had improved speed and reliability over Level 1, and introduced features such as image decompression. Its ubiquity has decreased over the years. The PostScript programming language has a published open specification, however, is proprietary to Adobe. Therefore, NARA recommends transformation to PDF.",Procure and/or develop tools. Possible tool is Ghostscript
PostScript 3.0,ps,Presentation and Publishing,NF00385,application/postscript,https://www.adobe.com/jp/print/postscript/pdfs/PLRM.pdf,https://www.nationalarchives.gov.uk/PRONOM/x-fmt/408,https://www.loc.gov/preservation/digital/formats/fdd/fdd000029.shtml,,https://www.wikidata.org/wiki/Q123014263,http://fileformats.archiveteam.org/wiki/Postscript,,https://en.wikipedia.org/wiki/PostScript,,,,Moderate Risk,Transform,Transform to PDF,"PostScript (PS) 3.0 is a type of vector graphic file that was created in Adobe's PostScript, a programming and page description language, to convey instructions to printers in order to support the printing of text and images. The specification for the PostScript 3.0 language was released in 1999, when PostScript was widely used in publishing and printing. PostScript 3.0 dropped ""Level"" from the name and introduced features such as improved graphics handling and support for more fonts and transparent artwork. Its ubiquity has decreased over the years. The PostScript programming language has a published open specification, however, is proprietary to Adobe. Therefore, NARA recommends transformation to PDF. However, PS 3.0 is a proprietary format. As a result, files should be converted to a more sustainable format such as PDF.",Procure and/or develop tools. Possible tool is Ghostscript
PostScript unspecified version,ps,Presentation and Publishing,NF00852,application/postscript,,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000029.shtml,,,http://fileformats.archiveteam.org/wiki/Postscript,,https://en.wikipedia.org/wiki/PostScript,,,A number of PostScript files in NARA's holdings have only been identified by their extensions. NF00852 is currently a catch-all for these.,Moderate Risk,Identify Version,Transform to PDF,"PostScript (PS) is a type of vector graphic file that was created in Adobe's PostScript, a programming and page description language, to convey instructions to printers in order to support the printing of text and images. Format specifications for several versions of the PostScript language were released in the 1980s and 1990s, when PostScript was widely used in publishing and printing. Its ubiquity has decreased over the years. The PostScript programming language has a published open specification, however, is proprietary to Adobe. Therefore, NARA recommends transformation to PDF. ""Unspecified"" means that we have not yet identified which version of format has been found; these files should be treated as if they possess the risks and limitations inherent in any file in the format family.",Procure and/or develop tools. Possible tool is Ghostscript
Product Representation Compact,prc,Digital Design and Vector Graphics,NF00388,model/prc,https://www.iso.org/standard/54948.html,,http://www.loc.gov/preservation/digital/formats/fdd/fdd000496.shtml,,https://www.wikidata.org/wiki/Q3359832,http://fileformats.archiveteam.org/wiki/Adobe_PRC,,https://en.wikipedia.org/wiki/PRC_(file_format),,https://fileinfo.com/extension/prc,,Low Risk,Retain,Retain,"Product Representation Compact (PRC) is a file format to represent 3D models (or ""products""). It was developed by Trade and Technologies France (TTF) in 2003, a company which was acquired by Adobe in 2006. Since 2007, PRC has been able to be embedded within PDF documents for 3D visualization; this is now the primary use of the format. PRC files are highly compressed. PRC has been standardized by ISO since 2014, and the specification is made available through ISO. NARA recommends retaining PRC files as-is. PRC is considered an acceptable format as per NARA Transfer Guidance.",FME; Global Mapper; Adobe Acrobat Pro
Pulse Code Modulated,pcm|L16|wav|aiff|au,Digital Audio,NF00603,audio/L16,https://tools.ietf.org/html/rfc2586,https://www.nationalarchives.gov.uk/PRONOM/x-cmp/3,https://www.loc.gov/preservation/digital/formats/fdd/fdd000016.shtml,,https://www.wikidata.org/wiki/Q13043846,http://fileformats.archiveteam.org/wiki/PCM,,https://en.wikipedia.org/wiki/Pulse-code_modulation,,,,Moderate Risk,Transform,Transform to BWF,"Pulse Code Modulated (PCM) is an audio encoding method, originally developed in 1939 for digitally encoding analog signals. It is widely used, including as the default encoding for WAVE and AIFF. PCM is uncompressed by default and uses linear sampling, with various subtypes including µ-law, A-Law, Differential PCM (DPCM), Adaptive PCM (ADPCM), and Linear Pulse Code Modulated (LPCM). Some of these subtypes may be compressed. wHILE PCM is well documented and widely used for encoding, NARA recommends transforming PCM files to BWF.",FFmpeg; Audacity
Python Compiled Bytecode 2.0,pyc,Software and Code,NF00739,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1106,,,https://www.wikidata.org/wiki/Q55429220,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.1,pyc,Software and Code,NF00740,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1107,,,https://www.wikidata.org/wiki/Q55429234,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.2,pyc,Software and Code,NF00741,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1108,,,https://www.wikidata.org/wiki/Q55429245,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.3,pyc,Software and Code,NF00742,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1109,,,https://www.wikidata.org/wiki/Q55429254,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.4,pyc,Software and Code,NF00743,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1110,,,https://www.wikidata.org/wiki/Q55429271,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.5,pyc,Software and Code,NF00744,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1111,,,https://www.wikidata.org/wiki/Q55429287,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.6,pyc,Software and Code,NF00745,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1112,,,https://www.wikidata.org/wiki/Q55429299,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.7,pyc,Software and Code,NF00746,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/939,,,https://www.wikidata.org/wiki/Q55429163,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.0,pyc,Software and Code,NF00747,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1113,,,https://www.wikidata.org/wiki/Q55429313,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.1,pyc,Software and Code,NF00748,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1114,,,https://www.wikidata.org/wiki/Q55429332,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.2,pyc,Software and Code,NF00749,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1115,,,https://www.wikidata.org/wiki/Q55429341,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.3,pyc,Software and Code,NF00750,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1116,,,https://www.wikidata.org/wiki/Q55429354,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.4,pyc,Software and Code,NF00751,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/940,,,https://www.wikidata.org/wiki/Q50288190,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.5,pyc,Software and Code,NF00752,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1117,,,https://www.wikidata.org/wiki/Q55429372,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.6,pyc,Software and Code,NF00753,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/PRONOM/fmt/1118,,,https://www.wikidata.org/wiki/Q55429382,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode unspecified version,pyc,Software and Code,NF00849,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,,,,,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,A number of Python Compiled Bytecode files in NARA's holdings have only been identified by their extensions. NF00849 is currently a catch-all for these.,Low Risk,Identify Version,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Source Code Script,py,Software and Code,NF00389,text/python|text/x-python,https://docs.python.org/3/reference/introduction.html,https://www.nationalarchives.gov.uk/PRONOM/fmt/938,,,https://www.wikidata.org/wiki/Q28865,http://fileformats.archiveteam.org/wiki/Python,https://forensics.wiki/python/,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,"Python is an interpreted, high-level, general-purpose programming language. A .PY file is a plain text file that contains python source code, and is often utf-8 encoded. Uncompiled code that is plain text ASCII or Unicode does not require format migration.",Any supported text editor
Qt Linguist Compiled Translation Source File,qm,Software and Code,NF00730,,,,,,,,,https://en.wikipedia.org/wiki/Qt_(software),,https://doc.qt.io/qt-5/linguist-ts-file-format.html,https://doc.qt.io/qt-5/qtlinguist-index.html,Moderate Risk,Retain,Retain,"Qt is a developed framework to create applications and GUIs for desktop, smartphone, and embedded platforms. The Qt Linguist tool is used for adding language translations for text used in Qt applications. QM files consist of the original text and its translated version, stored in a binary format and is used by applications at run-time.","Test with the Qt SDK or Nokia Qt Creator, if possible"
QuarkXPress 3.1,qxd,Presentation and Publishing,NF00803,application/vnd.quark.quarkxpress,,https://www.nationalarchives.gov.uk/PRONOM/fmt/1317,,,https://www.wikidata.org/wiki/Q89344774,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,Moderate Risk,Transform,Transform to InDesign and PDF,"QuarkXPress (QXD) is desktop publishing software for layout, typesetting and compositing, used to create a range of documents from single-page flyers to full multimedia publications. QuarkXPress was first released in 1987, versions 1 through 3 were only available for the Apple Macintosh only. Version 3.1 was released in 1992 as the first version for Microsoft Windows. QuarkXPress is proprietary, does not have a published open specification, is not actively maintained or updated by an organization or community, and renderers are not available. Therefore, NARA recommends transformation to InDesign and PDF.",LibreOffice with the libqxp library
QuarkXPress 3.2 for Macintosh,qxd,Presentation and Publishing,NF00804,application/vnd.quark.quarkxpress,,https://www.nationalarchives.gov.uk/PRONOM/fmt/1444,,,https://www.wikidata.org/wiki/Q100706066,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,High Risk,Transform,Transform to InDesign and PDF,"QuarkXPress (QXD) is desktop publishing software for layout, typesetting and compositing, used to create a range of documents from single-page flyers to full multimedia publications. QuarkXPress was first released in 1987. Released in 1993, version 3.2 was the first to support color management and AppleScript for scripted workflows on the Mac. QuarkXPress is proprietary, does not have a published open specification, is not actively maintained or updated by an organization or community, and renderers are not available. Therefore, NARA recommends transformation to InDesign and PDF.",LibreOffice with the libqxp library
QuarkXPress 3.3,qxd,Presentation and Publishing,NF00805,application/vnd.quark.quarkxpress,,https://www.nationalarchives.gov.uk/PRONOM/fmt/1318,,,https://www.wikidata.org/wiki/Q89344956,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,Moderate Risk,Transform,Transform to InDesign and PDF,"QuarkXPress (QXD) is desktop publishing software for layout, typesetting and compositing, used to create a range of documents from single-page flyers to full multimedia publications. QuarkXPress was first released in 1987, versions 1 through 3 were only available for the Apple Macintosh only. Version 3.3 was released in 1996 as the first version to natively support Apple PowerPC processors. QuarkXPress is proprietary, does not have a published open specification, is not actively maintained or updated by an organization or community, and renderers are not available. Therefore, NARA recommends transformation to InDesign and PDF.",InDesign or LibreOffice with the libqxp library
QuarkXPress 4,qxd,Presentation and Publishing,NF00806,application/vnd.quark.quarkxpress,,https://www.nationalarchives.gov.uk/PRONOM/fmt/1319,,,https://www.wikidata.org/wiki/Q89347372,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,Moderate Risk,Transform,Transform to InDesign and PDF,"QuarkXPress (QXD) is desktop publishing software for layout, typesetting and compositing, used to create a range of documents from single-page flyers to full multimedia publications. QuarkXPress was first released in 1987. Released in 1997, version 4.0 introduced major UI improvements and was the first to support the use of bezier curves. QuarkXPress is proprietary, does not have a published open specification, is not actively maintained or updated by an organization or community, and renderers are not available. Therefore, NARA recommends transformation to InDesign and PDF.",InDesign or LibreOffice with the libqxp library
