NARA Transfer Guidance: Preferred,NARA Transfer Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Category/Plan(s),1.1: Is the format proprietary?,1.2: Does the format have a published open specification?,"1.3: If there is a published specification, has it been approved and published by an internationally recognized standards organization?","1.4: When was the format specification for this version last updated (or, if the last updated date is not available, when was it created)?",1: TOTAL Disclosure Score,2.1: Has the file format commonly been used to create or maintain permanent records within the federal government at any point in time?,"2.2: Is the format, or format family, actively maintained and updated by an organization or community?",2.3: Have the archives or library communities identified the format as one to avoid for creation and transfer of permanent materials?,2: TOTAL Adoption Score,"3.1: Is the format character-based, rather than binary?",3.2: Is there an internal signature in an authoritative format registry that can be used to identify a file in this format?,3.3: Does the format require the use of compression?,"3.4: If the format requires the use of compression, can it be lossy?",3.5: Does this format support declared or hidden embedded data?,"3.6: If the format supports declared or hidden embedded data, does the format list or provide standard information about embedded data?",3: TOTAL Transparency Score,4.1: Does the format natively include metadata that documents the file and the technical environment used to create (and/or modify) it?,4.2: Does the format support adding embedded descriptive and administrative metadata through manual or automated processes?,4: TOTAL Self-Documentation Score,"5.1: Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","5.2: Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",5: TOTAL External Hardware Dependencies Score,6.1: Are renderers available?,"6.2: If renderers are available, is at least one of them open source?","6.3: Does the format rely on plug-ins and/or scripts, etc. to render or execute files?",6.4: Can the format be rendered or executed in more than one computing operating system?,6.5: Is there software supported by current computing environments that can create the format?,6: TOTAL External Software Dependencies Score,7.1: Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,7.2: Does the format have open source license terms?,7: TOTAL Impact of Patents Score,8.1: Does the format require the use of encryption?,"8.2: If the format requires the use of encryption, is it robust (cryptographically secure)?",8.3: Does the format natively allow the use of technical protection measures (e.g. digital rights management)?,8: TOTAL Technical Protection Mechanisms Score,TOTAL Numeric Risk Rating,Risk Level,Percentage of 2 billion files in NARA ERA holdings,Prevalence: Format Adoption Level as measured by Proportion of File Format in the Overall NARA Holdings,Feasibility Score,NARA TOTAL
,,-46.00,High Risk,NF00158,Dictionary Lexicon File,lex,Software and Code,Unknown,No,N/A,0,-3,Yes,No,Yes,-1,No,No,Unknown,Unknown,Unknown,Unknown,-7,Unknown,Unknown,-3,Unknown,Unknown,-10,Unknown,N/A,Unknown,Unknown,Unknown,-11,Unknown,Unknown,-4,Unknown,Unknown,Unknown,-7,-46.00,High Risk,0.001,-5,No transformation is needed,-51.00
,,-2.00,Moderate Risk,NF00462,Digital Cinema Package (DCP),dcp,Digital Cinema,No,Yes,Yes,2024,6,Unknown,Yes,No,3,No,No,Yes,No,No,N/A,-3,Yes,Yes,3,Yes,Yes,-10,Yes,Unknown,No,Yes,Yes,6,No,No,0,Yes,Yes,Yes,-7,-2.00,Moderate Risk,0.000,-5,No transformation is needed,-7.00
,,-15.00,Moderate Risk,NF00156,Digital Equipment Corp (DEC) WPS Plus,dx|wpl,Textual and Word Processing,Yes,No,N/A,0,-3,Unknown,No,Unknown,-3,Yes,No,Unknown,Unknown,Yes,Unknown,-5,Unknown,Yes,-1,No,No,4,Yes,Unknown,No,Yes,No,4,Unknown,No,-4,Unknown,Unknown,Unknown,-7,-15.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-17.00
,,28.00,Low Risk,NF00161,Digital Negative Format 1.0,dng,Digital Still Image,No,Yes,No,2004,3,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,28.00,Low Risk,0.000,-5,No transformation is needed,23.00
,,28.00,Low Risk,NF00480,Digital Negative Format 1.1,dng,Digital Still Image,No,Yes,No,2005,3,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,28.00,Low Risk,0.000,-5,No transformation is needed,23.00
,,28.00,Low Risk,NF00481,Digital Negative Format 1.2,dng,Digital Still Image,No,Yes,No,2008,3,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,28.00,Low Risk,0.000,-5,No transformation is needed,23.00
,,28.00,Low Risk,NF00482,Digital Negative Format 1.3,dng,Digital Still Image,No,Yes,No,2009,3,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,28.00,Low Risk,0.000,-5,No transformation is needed,23.00
,X,28.00,Low Risk,NF00483,Digital Negative Format 1.4,dng,Digital Still Image,No,Yes,No,2012,3,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,28.00,Low Risk,0.000,-5,No transformation is needed,23.00
,,28.00,Low Risk,NF00763,Digital Negative Format unspecified version,dng,Digital Still Image,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.00,Low Risk,0.002,-5,No transformation is needed,23.00
X,,27.00,Low Risk,NF00160,Digital Picture Exchange (DPX) 2.0,dpx,Digital Cinema,No,Yes,Yes,2003,6,Yes,Yes,No,5,No,Yes,No,N/A,No,N/A,3,Yes,Yes,3,No,No,4,Yes,Yes,Yes,Yes,Yes,2,No,No,0,No,N/A,No,4,27.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,27.00
,,25.00,Low Risk,NF00164,Drawing Interchange File Format ASCII 2004-2006,dxf,Digital Design and Vector Graphics,Yes,Yes,No,2006,0,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,No,No,-3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,25.00,Low Risk,0.000,-5,No transformation is needed,20.00
,,25.00,Low Risk,NF00163,Drawing Interchange File Format ASCII 2010-2012,dxf,Digital Design and Vector Graphics,Yes,Yes,No,2012,0,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,No,No,-3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,25.00,Low Risk,0.000,-5,No transformation is needed,20.00
,,25.00,Low Risk,NF00165,Drawing Interchange File Format ASCII Generic,dxf,Digital Design and Vector Graphics,Yes,Yes,No,0,0,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,No,No,-3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,25.00,Low Risk,0.000,-5,No transformation is needed,20.00
,,-14.00,Moderate Risk,NF00166,DVD Data Backup File,bup,Software and Code,No,No,N/A,0,0,Yes,Unknown,Unknown,-1,No,Yes,Unknown,Unknown,Unknown,Unknown,-3,Unknown,Yes,-1,No,No,4,Yes,Yes,Unknown,No,Yes,-2,Unknown,Unknown,-4,Unknown,Unknown,Unknown,-7,-14.00,Moderate Risk,0.001,-5,No transformation is needed,-19.00
,,-16.00,Moderate Risk,NF00167,DVD Data File,dvd,Software and Code,No,No,N/A,0,0,Unknown,Unknown,Unknown,-3,No,Yes,Unknown,Unknown,Unknown,Unknown,-3,Unknown,Yes,-1,No,No,4,Yes,Yes,Unknown,No,Yes,-2,Unknown,Unknown,-4,Unknown,Unknown,Unknown,-7,-16.00,Moderate Risk,0.000,-5,No transformation is needed,-21.00
,,-14.00,Moderate Risk,NF00168,DVD Info File,ifo,Software and Code,No,No,N/A,0,0,Yes,Unknown,Unknown,-1,No,Yes,Unknown,Unknown,Unknown,Unknown,-3,Unknown,Yes,-1,No,No,4,Yes,Yes,Unknown,No,Yes,-2,Unknown,Unknown,-4,Unknown,Unknown,Unknown,-7,-14.00,Moderate Risk,0.001,-5,No transformation is needed,-19.00
X,,32.00,Low Risk,NF00794,E57 Lidar Point Cloud Format,e57,Geospatial|Digital Design and Vector Graphics,No,Yes,Yes,2022,6,Unknown,Yes,No,3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,Unknown,No,Yes,Yes,6,No,Yes,4,No,N/A,No,4,32.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,32.00
X,,26.00,Low Risk,NF00170,Electronic Mail Format,eml,Email,No,No,N/A,2001,0,Yes,No,No,2,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,26.00,Low Risk,38.812,-15,Preferred/Acceptable Format as per Transfer Guidance,16.00
,,20.00,Moderate Risk,NF00171,Encapsulated PostScript File Format 1.2,eps,Presentation and Publishing,Yes,Yes,No,1987,0,Unknown,No,No,0,Yes,Yes,No,N/A,No,N/A,5,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Unknown,0,No,N/A,No,4,20.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,18.00
,,20.00,Moderate Risk,NF00484,Encapsulated PostScript File Format 2,eps,Presentation and Publishing,Yes,Yes,No,1989,0,Unknown,No,No,0,Yes,Yes,No,N/A,No,N/A,5,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Unknown,0,No,N/A,No,4,20.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,18.00
,,20.00,Moderate Risk,NF00485,Encapsulated PostScript File Format 3,eps,Presentation and Publishing,Yes,Yes,No,1992,0,Unknown,No,No,0,Yes,Yes,No,N/A,No,N/A,5,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Unknown,0,No,N/A,No,4,20.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,18.00
,,20.00,Moderate Risk,NF00653,Encapsulated PostScript File Format unspecified version,eps,Presentation and Publishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00,Moderate Risk,0.041,-5,Transformation already performed at NARA,18.00
,,-2.00,Moderate Risk,NF00172,EndNote Import File,enw|enr,Textual and Word Processing,Yes,No,N/A,0,-3,Unknown,Unknown,Unknown,-3,No,Yes,No,N/A,No,N/A,3,Unknown,Yes,-1,No,No,4,Yes,Yes,Unknown,Yes,Yes,2,Unknown,Unknown,-4,No,N/A,Unknown,0,-2.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-4.00
,,25.00,Low Risk,NF00258,Enhanced Metafile 1.0,emf|emz,Digital Design and Vector Graphics|Digital Still Image,Yes,Yes,No,2007,0,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,25.00,Low Risk,0.000,-5,No transformation is needed,20.00
,,25.00,Low Risk,NF00500,Enhanced Metafile 2.0,emf|emz,Digital Design and Vector Graphics|Digital Still Image,Yes,Yes,No,2007,0,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,25.00,Low Risk,0.000,-5,No transformation is needed,20.00
,,25.00,Low Risk,NF00501,Enhanced Metafile 3.0,emf|emz,Digital Design and Vector Graphics|Digital Still Image,Yes,Yes,No,2007,0,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,25.00,Low Risk,0.000,-5,No transformation is needed,20.00
,,25.00,Low Risk,NF00768,Enhanced Metafile unspecified version,emf|emz,Digital Design and Vector Graphics|Digital Still Image,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,Low Risk,0.001,-5,No transformation is needed,20.00
,,33.00,Low Risk,NF00556,ePub ebook,epub,Presentation and Publishing,Yes,Yes,Yes,2023,3,Unknown,Yes,No,3,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,33.00,Low Risk,0.000,-5,No transformation is needed,28.00
,X,6.00,Moderate Risk,NF00173,ESRI ArcInfo Interchange,e00,Geospatial,Yes,Yes,No,2011,0,Unknown,No,No,0,Yes,Yes,No,N/A,No,N/A,5,Unknown,Unknown,-3,No,No,4,Yes,Yes,Yes,Yes,No,0,Yes,No,-4,No,N/A,No,4,6.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,6.00
,,-1.00,Moderate Risk,NF00836,ESRI File Geodatabase,gdb,Geospatial,Yes,No,N/A,2006,-3,Unknown,Yes,No,3,No,No,No,N/A,Unknown,Unknown,-4,Yes,Yes,3,No,No,4,Yes,No,Yes,Yes,Yes,0,Yes,No,-4,No,N/A,Yes,0,-1.00,Moderate Risk,0.000,-5,Transformation already performed at NARA,-3.00
,,13.00,Moderate Risk,NF00557,ESRI Shapefile (Arc/View Index),shx,Geospatial,Yes,Yes,No,1998,0,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,No,No,-3,No,No,4,Yes,Yes,Yes,Yes,Yes,2,No,No,0,No,N/A,No,4,13.00,Moderate Risk,0.000,-5,No transformation is needed,8.00
,,11.00,Moderate Risk,NF00558,ESRI Shapefile (dBASE Table),dbf,Geospatial,Yes,Yes,No,1998,0,Yes,Yes,No,5,No,No,No,N/A,No,N/A,-1,No,No,-3,No,No,4,Yes,Yes,Yes,Yes,Yes,2,No,No,0,No,N/A,No,4,11.00,Moderate Risk,0.001,-5,Transformation already performed at NARA,9.00
,,13.00,Moderate Risk,NF00559,ESRI Shapefile (Projection),prj,Geospatial,Yes,Yes,No,1998,0,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,No,No,-3,No,No,4,Yes,Yes,Yes,Yes,Yes,2,No,No,0,No,N/A,No,4,13.00,Moderate Risk,0.000,-5,No transformation is needed,8.00
,,13.00,Moderate Risk,NF00560,ESRI Shapefile (Spatial Index),sbx|sbn,Geospatial,Yes,Yes,No,1998,0,Unknown,Yes,No,3,No,Yes,No,N/A,No,N/A,3,No,No,-3,No,No,4,Yes,Yes,Yes,Yes,Yes,2,No,No,0,No,N/A,No,4,13.00,Moderate Risk,0.000,-5,No transformation is needed,8.00
,X,18.00,Moderate Risk,NF00174,ESRI Shapefile Compound File,shp|sbn|dbf|prj|shx|sbx,Geospatial,Yes,Yes,No,1998,0,Unknown,Yes,No,3,No,Yes,No,N/A,Yes,Yes,2,Yes,Yes,3,No,No,4,Yes,Yes,Yes,Yes,Yes,2,No,No,0,No,N/A,No,4,18.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,18.00
,,17.00,Moderate Risk,NF00175,ESRI World File,wld|blw|bpw|bqw|gfw|tfw|pgw,Geospatial,Yes,Yes,No,1998,0,Unknown,Yes,No,3,Yes,No,No,N/A,No,N/A,1,No,No,-3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,17.00,Moderate Risk,0.000,-5,No transformation is needed,12.00
,,21.00,Moderate Risk,NF00176,Exchangeable Image File Format Audio 2.2,wav,Digital Audio,No,Yes,Yes,2014,6,Unknown,Yes,No,3,No,Yes,Yes,Yes,Unknown,Unknown,-3,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,Unknown,0,21.00,Moderate Risk,0.000,-5,No transformation is needed,16.00
,,30.00,Low Risk,NF00177,Exchangeable Image File Format Compressed 2.0,jpg|jpeg,Digital Still Image,No,Yes,Yes,1997,6,Unknown,Yes,No,3,Yes,Yes,Yes,Yes,No,N/A,2,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,30.00,Low Risk,0.000,-5,No transformation is needed,25.00
,,30.00,Low Risk,NF00178,Exchangeable Image File Format Compressed 2.1,jpg|jpeg,Digital Still Image,No,Yes,Yes,1998,6,Unknown,Yes,No,3,Yes,Yes,Yes,Yes,No,N/A,2,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,30.00,Low Risk,0.000,-5,No transformation is needed,25.00
,,30.00,Low Risk,NF00179,Exchangeable Image File Format Compressed 2.2,jpg|jpeg,Digital Still Image,No,Yes,Yes,2002,6,Unknown,Yes,No,3,Yes,Yes,Yes,Yes,No,N/A,2,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,30.00,Low Risk,0.000,-5,No transformation is needed,25.00
,,30.00,Low Risk,NF00828,Exchangeable Image File Format Compressed 2.21,jpg|jpeg,Digital Still Image,No,Yes,Yes,2009,6,Unknown,Yes,No,3,Yes,Yes,Yes,Yes,No,N/A,2,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,30.00,Low Risk,0.000,-5,No transformation is needed,25.00
,,30.00,Low Risk,NF00829,Exchangeable Image File Format Compressed 2.3.x,jpg|jpeg,Digital Still Image,No,Yes,Yes,2019,6,Unknown,Yes,No,3,Yes,Yes,Yes,Yes,No,N/A,2,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,30.00,Low Risk,0.000,-5,No transformation is needed,25.00
,,33.00,Low Risk,NF00180,Exchangeable Image File Format Uncompressed 2.1,tif|tiff,Digital Still Image,No,Yes,Yes,1998,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,33.00,Low Risk,0.000,-5,No transformation is needed,28.00
,,33.00,Low Risk,NF00181,Exchangeable Image File Format Uncompressed 2.2,tif|tiff,Digital Still Image,No,Yes,Yes,2002,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,No,0,No,N/A,No,4,33.00,Low Risk,0.000,-5,No transformation is needed,28.00
,,-13.00,Moderate Risk,NF00758,Executable and Linkable Format 32-bit Big Endian,o|elf,Software and Code,No,Yes,No,2018,3,Unknown,Yes,No,3,No,Yes,Yes,Unknown,Unknown,Unknown,-3,Yes,Yes,3,Yes,No,-4,Yes,Unknown,Unknown,No,Yes,-4,Unknown,No,-4,Unknown,Unknown,Yes,-7,-13.00,Moderate Risk,0.000,-5,No transformation is needed,-18.00
,,-13.00,Moderate Risk,NF00759,Executable and Linkable Format 32-bit Little Endian,o|elf,Software and Code,No,Yes,No,2018,3,Unknown,Yes,No,3,No,Yes,Yes,Unknown,Unknown,Unknown,-3,Yes,Yes,3,Yes,No,-4,Yes,Unknown,Unknown,No,Yes,-4,Unknown,No,-4,Unknown,Unknown,Yes,-7,-13.00,Moderate Risk,0.000,-5,No transformation is needed,-18.00
,,-13.00,Moderate Risk,NF00760,Executable and Linkable Format 64-bit Big Endian,o|elf,Software and Code,No,Yes,No,2018,3,Unknown,Yes,No,3,No,Yes,Yes,Unknown,Unknown,Unknown,-3,Yes,Yes,3,Yes,No,-4,Yes,Unknown,Unknown,No,Yes,-4,Unknown,No,-4,Unknown,Unknown,Yes,-7,-13.00,Moderate Risk,0.000,-5,No transformation is needed,-18.00
,,-13.00,Moderate Risk,NF00761,Executable and Linkable Format 64-bit Little Endian,o|elf,Software and Code,No,Yes,No,2018,3,Unknown,Yes,No,3,No,Yes,Yes,Unknown,Unknown,Unknown,-3,Yes,Yes,3,Yes,No,-4,Yes,Unknown,Unknown,No,Yes,-4,Unknown,No,-4,Unknown,Unknown,Yes,-7,-13.00,Moderate Risk,0.000,-5,No transformation is needed,-18.00
,,-28.00,High Risk,NF00182,Executable file,exe,Software and Code,Yes,Yes,No,0,0,Yes,No,Yes,-1,No,Yes,Yes,Yes,Unknown,Unknown,-3,Yes,Unknown,1,Yes,Unknown,-10,Yes,Unknown,Yes,No,Yes,-4,Unknown,No,-4,Unknown,Unknown,Yes,-7,-28.00,High Risk,0.003,-5,No transformation is needed,-33.00
,X,4.00,Moderate Risk,NF00183,Extended Binary Coded Decimal Interchange Code (EBCDIC),ebcdic,Structured Data,Yes,Yes,No,1986,0,Unknown,No,No,0,Yes,No,No,N/A,Yes,No,-2,Yes,Yes,3,No,No,4,Unknown,N/A,No,No,Unknown,-5,No,No,0,No,N/A,No,4,4.00,Moderate Risk,0.000,-5,No transformation is needed,-1.00
X,,33.00,Low Risk,NF00184,Extensible 3D (X3D) XML 3.0,x3d|x3dz,Digital Design and Vector Graphics,No,Yes,Yes,2005,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,Yes,0,33.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,33.00
X,,33.00,Low Risk,NF00486,Extensible 3D (X3D) XML 3.1,x3d|x3dz,Digital Design and Vector Graphics,No,Yes,Yes,2005,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,Yes,0,33.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,33.00
X,,33.00,Low Risk,NF00487,Extensible 3D (X3D) XML 3.2,x3d|x3dz,Digital Design and Vector Graphics,No,Yes,Yes,2009,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,No,N/A,5,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,Yes,0,33.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,33.00
,,25.00,Low Risk,NF00686,Extensible Forms Description Language (XFDL),xfdl,Web Records|Software and Code|Structured Data|Textual and Word Processing,No,Yes,Yes,1998,6,Yes,Yes,Unknown,2,Yes,No,No,N/A,Unknown,Unknown,-2,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Unknown,0,No,N/A,No,4,25.00,Low Risk,0.000,-5,No transformation is needed,20.00
,,27.00,Low Risk,NF00185,eXtensible Hypertext Markup Language 1.0,xhtm|xhtml,Web Records|Software and Code,No,Yes,Yes,1998,6,Unknown,Yes,Unknown,0,Yes,Yes,No,N/A,Yes,No,2,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,27.00,Low Risk,0.000,-5,No transformation is needed,22.00
,,27.00,Low Risk,NF00186,eXtensible Hypertext Markup Language 1.1,xhtm|xhtml,Web Records|Software and Code,No,Yes,Yes,2006,6,Unknown,Yes,Unknown,0,Yes,Yes,No,N/A,Yes,No,2,No,Yes,-1,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,27.00,Low Risk,0.000,-5,No transformation is needed,22.00
X,,36.00,Low Risk,NF00187,eXtensible Markup Language 1.0,xml,Web Records|Software and Code|Structured Data|Textual and Word Processing,No,Yes,Yes,2002,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,36.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,36.00
X,,36.00,Low Risk,NF00561,eXtensible Markup Language 1.1,xml,Web Records|Software and Code|Structured Data|Textual and Word Processing,No,Yes,Yes,2010,6,Unknown,Yes,No,3,Yes,Yes,No,N/A,Yes,Yes,4,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,36.00,Low Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,36.00
,,34.00,Low Risk,NF00162,eXtensible Markup Language Document Type Definition,dtd,Web Records|Software and Code|Textual and Word Processing,No,Yes,Yes,2008,6,Yes,Yes,No,5,Yes,No,No,N/A,Yes,Yes,0,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,34.00,Low Risk,0.000,-5,No transformation is needed,29.00
,,34.00,Low Risk,NF00188,eXtensible Markup Language Schema,xsd,Web Records|Software and Code|Textual and Word Processing,No,Yes,Yes,2004,6,Yes,Yes,No,5,Yes,No,No,N/A,Yes,Yes,0,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,34.00,Low Risk,0.000,-5,No transformation is needed,29.00
X,,36.00,Low Risk,NF00654,eXtensible Markup Language unspecified version,xml,Web Records|Software and Code|Structured Data|Textual and Word Processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.00,Low Risk,1.495,-5,Preferred/Acceptable Format as per Transfer Guidance,36.00
,,19.00,Moderate Risk,NF00189,eXtensible Metadata Platform,xmp,Structured Data,Yes,Yes,No,2012,0,Unknown,Unknown,No,0,Yes,Yes,No,N/A,Unknown,Unknown,2,Yes,Yes,3,No,No,4,Yes,Yes,Yes,Yes,Yes,2,No,Yes,4,No,N/A,No,4,19.00,Moderate Risk,0.000,-5,Preferred/Acceptable Format as per Transfer Guidance,19.00
,,32.00,Low Risk,NF00190,eXtensible Style Language 1.0,xsl|xslt,Web Records|Software and Code|Textual and Word Processing,No,Yes,Yes,1999,6,Unknown,Yes,No,3,Yes,No,No,N/A,Yes,Yes,0,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,32.00,Low Risk,0.000,-5,No transformation is needed,27.00
,,32.00,Low Risk,NF00562,eXtensible Style Language 2.0,xsl|xslt,Web Records|Software and Code|Textual and Word Processing,No,Yes,Yes,2021,6,Unknown,Yes,No,3,Yes,No,No,N/A,Yes,Yes,0,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,32.00,Low Risk,0.000,-5,No transformation is needed,27.00
,,32.00,Low Risk,NF00563,eXtensible Style Language 3.0,xsl|xslt,Web Records|Software and Code|Textual and Word Processing,No,Yes,Yes,2017,6,Unknown,Yes,No,3,Yes,No,No,N/A,Yes,Yes,0,Yes,Yes,3,No,No,4,Yes,Yes,No,Yes,Yes,8,No,Yes,4,No,N/A,No,4,32.00,Low Risk,0.000,-5,No transformation is needed,27.00
,,32.00,Low Risk,NF00850,eXtensible Style Language unspecified version,xsl|xslt,Web Records|Software and Code|Textual and Word Processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00,Low Risk,0.000,-5,No transformation is needed,27.00
,,5.00,Moderate Risk,NF00857,FileMaker Pro 3,fp3|fmp|fp|fm,Databases,Yes,No,N/A,1995,-3,Unknown,Yes,No,3,Yes,Yes,No,N/A,Unknown,Unknown,2,Unknown,Yes,-1,No,No,4,Yes,No,No,Yes,No,4,Unknown,No,-4,No,N/A,Unknown,0,5.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-3.00
,,5.00,Moderate Risk,NF00858,FileMaker Pro 5,fp5|fmp|fp|fm,Databases,Yes,No,N/A,1999,-3,Unknown,Yes,No,3,Yes,Yes,No,N/A,Unknown,Unknown,2,Unknown,Yes,-1,No,No,4,Yes,No,No,Yes,No,4,Unknown,No,-4,No,N/A,Unknown,0,5.00,Moderate Risk,0.000,-5,Acceptable tools exist but NARA does not have them,-3.00
